Position,Coverage +,SPC +,T +,T + (close),pvalue +,padj +,Coverage -,SPC -,T -,T - (close),pvalue -,padj -
25861,269,2,0.0074,0.0074,1.00e-01,1.00e+00,154,0,0.01,0.01,1.00e+00,1.00e+00
25862,269,0,0.0099,0.0099,1.00e+00,1.00e+00,155,1,0.0035,0.0035,2.03e-01,1.00e+00
25863,269,0,0.0099,0.0099,1.00e+00,1.00e+00,154,4,0.014,0.014,5.58e-02,1.00e+00
25864,267,0,0.0099,0.0099,1.00e+00,1.00e+00,152,1,0.0036,0.0036,2.03e-01,1.00e+00
25865,265,0,0.0099,0.0099,1.00e+00,1.00e+00,151,0,0.01,0.01,1.00e+00,1.00e+00
25866,264,0,0.0099,0.0099,1.00e+00,1.00e+00,151,0,0.01,0.01,1.00e+00,1.00e+00
25867,264,1,0.0038,0.0038,1.84e-01,1.00e+00,152,0,0.01,0.01,1.00e+00,1.00e+00
25868,267,3,0.011,0.011,6.53e-02,1.00e+00,158,1,0.0036,0.0036,2.03e-01,1.00e+00
25869,271,5,0.018,0.018,3.35e-02,1.00e+00,158,1,0.0035,0.0035,2.03e-01,1.00e+00
25870,270,0,0.0099,0.0099,1.00e+00,1.00e+00,157,2,0.007,0.007,1.17e-01,1.00e+00
25871,269,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
25872,269,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
25873,269,1,0.0037,0.0037,1.84e-01,1.00e+00,156,0,0.01,0.01,1.00e+00,1.00e+00
25874,270,1,0.0037,0.0037,1.84e-01,1.00e+00,163,0,0.01,0.01,1.00e+00,1.00e+00
25875,271,1,0.0037,0.0037,1.84e-01,1.00e+00,165,2,0.007,0.007,1.17e-01,1.00e+00
25876,270,0,0.0099,0.0099,1.00e+00,1.00e+00,163,0,0.01,0.01,1.00e+00,1.00e+00
25877,270,0,0.0099,0.0099,1.00e+00,1.00e+00,163,10,0.035,0.035,1.09e-02,1.00e+00
25878,265,0,0.0099,0.0099,1.00e+00,1.00e+00,153,0,0.01,0.01,1.00e+00,1.00e+00
25879,266,1,0.0038,0.0038,1.84e-01,1.00e+00,154,0,0.01,0.01,1.00e+00,1.00e+00
25880,265,0,0.0099,0.0099,1.00e+00,1.00e+00,161,0,0.01,0.01,1.00e+00,1.00e+00
25881,265,0,0.0099,0.0099,1.00e+00,1.00e+00,161,0,0.01,0.01,1.00e+00,1.00e+00
25882,265,0,0.0099,0.0099,1.00e+00,1.00e+00,168,1,0.0036,0.0036,2.03e-01,1.00e+00
25883,265,0,0.0099,0.0099,1.00e+00,1.00e+00,167,0,0.01,0.01,1.00e+00,1.00e+00
25884,270,5,0.019,0.019,3.35e-02,1.00e+00,174,0,0.01,0.01,1.00e+00,1.00e+00
25885,270,0,0.0099,0.0099,1.00e+00,1.00e+00,174,0,0.01,0.01,1.00e+00,1.00e+00
25886,276,6,0.022,0.022,2.51e-02,1.00e+00,174,0,0.01,0.01,1.00e+00,1.00e+00
25887,277,1,0.0036,0.0036,1.84e-01,1.00e+00,174,6,0.021,0.021,3.08e-02,1.00e+00
25888,274,0,0.0099,0.0099,1.00e+00,1.00e+00,168,0,0.01,0.01,1.00e+00,1.00e+00
25889,273,0,0.0099,0.0099,1.00e+00,1.00e+00,168,4,0.014,0.014,5.58e-02,1.00e+00
25890,270,0,0.0099,0.0099,1.00e+00,1.00e+00,164,0,0.01,0.01,1.00e+00,1.00e+00
25891,268,1,0.0037,0.0037,1.84e-01,1.00e+00,164,0,0.01,0.01,1.00e+00,1.00e+00
25892,270,2,0.0074,0.0074,1.00e-01,1.00e+00,164,4,0.014,0.014,5.58e-02,1.00e+00
25893,267,0,0.0099,0.0099,1.00e+00,1.00e+00,161,0,0.01,0.01,1.00e+00,1.00e+00
25894,267,0,0.0099,0.0099,1.00e+00,1.00e+00,161,2,0.0073,0.0073,1.17e-01,1.00e+00
25895,265,0,0.0099,0.0099,1.00e+00,1.00e+00,161,1,0.0036,0.0036,2.03e-01,1.00e+00
25896,265,0,0.0099,0.0099,1.00e+00,1.00e+00,161,0,0.01,0.01,1.00e+00,1.00e+00
25897,265,0,0.0099,0.0099,1.00e+00,1.00e+00,161,0,0.01,0.01,1.00e+00,1.00e+00
25898,265,0,0.0099,0.0099,1.00e+00,1.00e+00,161,0,0.01,0.01,1.00e+00,1.00e+00
25899,265,0,0.0099,0.0099,1.00e+00,1.00e+00,162,0,0.01,0.01,1.00e+00,1.00e+00
25900,265,0,0.0099,0.0099,1.00e+00,1.00e+00,163,2,0.0073,0.0073,1.17e-01,1.00e+00
25901,261,0,0.0099,0.0099,1.00e+00,1.00e+00,161,0,0.01,0.01,1.00e+00,1.00e+00
25902,261,0,0.0099,0.0099,1.00e+00,1.00e+00,162,0,0.01,0.01,1.00e+00,1.00e+00
25903,260,0,0.0099,0.0099,1.00e+00,1.00e+00,162,0,0.01,0.01,1.00e+00,1.00e+00
25904,264,4,0.015,0.015,4.58e-02,1.00e+00,162,0,0.01,0.01,1.00e+00,1.00e+00
25905,262,0,0.0099,0.0099,1.00e+00,1.00e+00,162,0,0.01,0.01,1.00e+00,1.00e+00
25906,268,6,0.022,0.022,2.51e-02,1.00e+00,163,0,0.01,0.01,1.00e+00,1.00e+00
25907,269,1,0.0037,0.0037,1.84e-01,1.00e+00,163,1,0.0035,0.0035,2.03e-01,1.00e+00
25908,272,3,0.011,0.011,6.53e-02,1.00e+00,163,1,0.0035,0.0035,2.03e-01,1.00e+00
25909,273,1,0.0037,0.0037,1.84e-01,1.00e+00,162,2,0.007,0.007,1.17e-01,1.00e+00
25910,271,1,0.0037,0.0037,1.84e-01,1.00e+00,166,1,0.0035,0.0035,2.03e-01,1.00e+00
25911,273,2,0.0073,0.0073,1.00e-01,1.00e+00,166,0,0.01,0.01,1.00e+00,1.00e+00
25912,275,2,0.0073,0.0073,1.00e-01,1.00e+00,166,4,0.014,0.014,5.58e-02,1.00e+00
25913,269,0,0.0099,0.0099,1.00e+00,1.00e+00,162,0,0.01,0.01,1.00e+00,1.00e+00
25914,270,1,0.0037,0.0037,1.84e-01,1.00e+00,163,16,0.057,0.057,2.69e-03,1.00e+00
25915,255,0,0.0099,0.0099,1.00e+00,1.00e+00,148,0,0.01,0.01,1.00e+00,1.00e+00
25916,255,0,0.0099,0.0099,1.00e+00,1.00e+00,149,0,0.01,0.01,1.00e+00,1.00e+00
25917,255,0,0.0099,0.0099,1.00e+00,1.00e+00,151,1,0.0037,0.0037,2.03e-01,1.00e+00
25918,253,0,0.0099,0.0099,1.00e+00,1.00e+00,151,2,0.0075,0.0075,1.17e-01,1.00e+00
25919,253,0,0.0099,0.0099,1.00e+00,1.00e+00,149,0,0.01,0.01,1.00e+00,1.00e+00
25920,254,1,0.0039,0.0039,1.84e-01,1.00e+00,150,0,0.01,0.01,1.00e+00,1.00e+00
25921,254,0,0.0099,0.0099,1.00e+00,1.00e+00,150,1,0.0037,0.0037,2.03e-01,1.00e+00
25922,259,5,0.019,0.019,3.35e-02,1.00e+00,149,0,0.01,0.01,1.00e+00,1.00e+00
25923,258,0,0.0099,0.0099,1.00e+00,1.00e+00,149,0,0.01,0.01,1.00e+00,1.00e+00
25924,259,1,0.0039,0.0039,1.84e-01,1.00e+00,149,0,0.01,0.01,1.00e+00,1.00e+00
25925,260,1,0.0038,0.0038,1.84e-01,1.00e+00,150,0,0.01,0.01,1.00e+00,1.00e+00
25926,260,0,0.0099,0.0099,1.00e+00,1.00e+00,150,0,0.01,0.01,1.00e+00,1.00e+00
25927,260,0,0.0099,0.0099,1.00e+00,1.00e+00,150,0,0.01,0.01,1.00e+00,1.00e+00
25928,260,0,0.0099,0.0099,1.00e+00,1.00e+00,150,3,0.011,0.011,7.85e-02,1.00e+00
25929,256,0,0.0099,0.0099,1.00e+00,1.00e+00,147,0,0.01,0.01,1.00e+00,1.00e+00
25930,258,2,0.0078,0.0078,1.00e-01,1.00e+00,147,0,0.01,0.01,1.00e+00,1.00e+00
25931,259,3,0.012,0.012,6.53e-02,1.00e+00,154,0,0.01,0.01,1.00e+00,1.00e+00
25932,259,0,0.0099,0.0099,1.00e+00,1.00e+00,154,0,0.01,0.01,1.00e+00,1.00e+00
25933,265,6,0.023,0.023,2.51e-02,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
25934,265,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
25935,267,3,0.011,0.011,6.53e-02,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
25936,267,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
25937,266,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
25938,280,14,0.05,0.05,3.64e-03,1.00e+00,156,1,0.0034,0.0034,2.03e-01,1.00e+00
25939,279,0,0.0099,0.0099,1.00e+00,1.00e+00,155,3,0.01,0.01,7.85e-02,1.00e+00
25940,277,0,0.0099,0.0099,1.00e+00,1.00e+00,152,0,0.01,0.01,1.00e+00,1.00e+00
25941,277,0,0.0099,0.0099,1.00e+00,1.00e+00,152,3,0.01,0.01,7.85e-02,1.00e+00
25942,275,0,0.0099,0.0099,1.00e+00,1.00e+00,149,0,0.01,0.01,1.00e+00,1.00e+00
25943,280,6,0.021,0.021,2.51e-02,1.00e+00,150,0,0.01,0.01,1.00e+00,1.00e+00
25944,280,0,0.0099,0.0099,1.00e+00,1.00e+00,158,0,0.01,0.01,1.00e+00,1.00e+00
25945,281,1,0.0036,0.0036,1.84e-01,1.00e+00,158,0,0.01,0.01,1.00e+00,1.00e+00
25946,281,0,0.0099,0.0099,1.00e+00,1.00e+00,158,6,0.02,0.02,3.08e-02,1.00e+00
25947,272,0,0.0099,0.0099,1.00e+00,1.00e+00,152,0,0.01,0.01,1.00e+00,1.00e+00
25948,275,3,0.011,0.011,6.53e-02,1.00e+00,154,0,0.01,0.01,1.00e+00,1.00e+00
25949,276,1,0.0036,0.0036,1.84e-01,1.00e+00,154,0,0.01,0.01,1.00e+00,1.00e+00
25950,276,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
25951,276,0,0.0099,0.0099,1.00e+00,1.00e+00,155,11,0.037,0.037,8.57e-03,1.00e+00
25952,274,2,0.0073,0.0073,1.00e-01,1.00e+00,144,0,0.01,0.01,1.00e+00,1.00e+00
25953,279,5,0.018,0.018,3.35e-02,1.00e+00,144,0,0.01,0.01,1.00e+00,1.00e+00
25954,279,0,0.0099,0.0099,1.00e+00,1.00e+00,146,0,0.01,0.01,1.00e+00,1.00e+00
25955,281,2,0.0071,0.0071,1.00e-01,1.00e+00,146,0,0.01,0.01,1.00e+00,1.00e+00
25956,280,0,0.0099,0.0099,1.00e+00,1.00e+00,147,6,0.02,0.02,3.08e-02,1.00e+00
25957,273,1,0.0037,0.0037,1.84e-01,1.00e+00,141,1,0.0034,0.0034,2.03e-01,1.00e+00
25958,273,0,0.0099,0.0099,1.00e+00,1.00e+00,140,0,0.01,0.01,1.00e+00,1.00e+00
25959,274,1,0.0036,0.0036,1.84e-01,1.00e+00,140,0,0.01,0.01,1.00e+00,1.00e+00
25960,277,3,0.011,0.011,6.53e-02,1.00e+00,141,4,0.013,0.013,5.58e-02,1.00e+00
25961,277,0,0.0099,0.0099,1.00e+00,1.00e+00,139,9,0.03,0.03,1.40e-02,1.00e+00
25962,272,0,0.0099,0.0099,1.00e+00,1.00e+00,134,0,0.01,0.01,1.00e+00,1.00e+00
25963,272,0,0.0099,0.0099,1.00e+00,1.00e+00,136,1,0.0034,0.0034,2.03e-01,1.00e+00
25964,271,0,0.0099,0.0099,1.00e+00,1.00e+00,143,0,0.01,0.01,1.00e+00,1.00e+00
25965,271,0,0.0099,0.0099,1.00e+00,1.00e+00,143,0,0.01,0.01,1.00e+00,1.00e+00
25966,271,0,0.0099,0.0099,1.00e+00,1.00e+00,143,0,0.01,0.01,1.00e+00,1.00e+00
25967,272,1,0.0037,0.0037,1.84e-01,1.00e+00,143,0,0.01,0.01,1.00e+00,1.00e+00
25968,272,0,0.0099,0.0099,1.00e+00,1.00e+00,143,3,0.01,0.01,7.85e-02,1.00e+00
25969,272,0,0.0099,0.0099,1.00e+00,1.00e+00,140,1,0.0034,0.0034,2.03e-01,1.00e+00
25970,271,0,0.0099,0.0099,1.00e+00,1.00e+00,140,0,0.01,0.01,1.00e+00,1.00e+00
25971,271,1,0.0037,0.0037,1.84e-01,1.00e+00,140,2,0.0068,0.0068,1.17e-01,1.00e+00
25972,273,2,0.0073,0.0073,1.00e-01,1.00e+00,139,1,0.0034,0.0034,2.03e-01,1.00e+00
25973,274,1,0.0036,0.0036,1.84e-01,1.00e+00,138,0,0.01,0.01,1.00e+00,1.00e+00
25974,274,0,0.0099,0.0099,1.00e+00,1.00e+00,138,0,0.01,0.01,1.00e+00,1.00e+00
25975,273,0,0.0099,0.0099,1.00e+00,1.00e+00,138,4,0.014,0.014,5.58e-02,1.00e+00
25976,272,0,0.0099,0.0099,1.00e+00,1.00e+00,139,0,0.01,0.01,1.00e+00,1.00e+00
25977,273,1,0.0037,0.0037,1.84e-01,1.00e+00,140,0,0.01,0.01,1.00e+00,1.00e+00
25978,274,1,0.0036,0.0036,1.84e-01,1.00e+00,143,0,0.01,0.01,1.00e+00,1.00e+00
25979,275,1,0.0036,0.0036,1.84e-01,1.00e+00,144,0,0.01,0.01,1.00e+00,1.00e+00
25980,274,0,0.0099,0.0099,1.00e+00,1.00e+00,144,2,0.0066,0.0066,1.17e-01,1.00e+00
25981,270,0,0.0099,0.0099,1.00e+00,1.00e+00,142,0,0.01,0.01,1.00e+00,1.00e+00
25982,269,0,0.0099,0.0099,1.00e+00,1.00e+00,143,1,0.0033,0.0033,2.03e-01,1.00e+00
25983,266,0,0.0099,0.0099,1.00e+00,1.00e+00,142,0,0.01,0.01,1.00e+00,1.00e+00
25984,267,2,0.0075,0.0075,1.00e-01,1.00e+00,143,0,0.01,0.01,1.00e+00,1.00e+00
25985,268,1,0.0037,0.0037,1.84e-01,1.00e+00,143,0,0.01,0.01,1.00e+00,1.00e+00
25986,269,1,0.0037,0.0037,1.84e-01,1.00e+00,145,2,0.0066,0.0066,1.17e-01,1.00e+00
25987,284,15,0.053,0.053,2.92e-03,1.00e+00,144,1,0.0032,0.0032,2.03e-01,1.00e+00
25988,288,4,0.014,0.014,4.58e-02,1.00e+00,146,2,0.0063,0.0063,1.17e-01,1.00e+00
25989,290,2,0.0069,0.0069,1.00e-01,1.00e+00,145,0,0.01,0.01,1.00e+00,1.00e+00
25990,289,0,0.0099,0.0099,1.00e+00,1.00e+00,145,0,0.01,0.01,1.00e+00,1.00e+00
25991,290,1,0.0034,0.0034,1.84e-01,1.00e+00,145,1,0.0031,0.0031,2.03e-01,1.00e+00
25992,299,9,0.03,0.03,1.15e-02,1.00e+00,144,0,0.01,0.01,1.00e+00,1.00e+00
25993,299,0,0.0099,0.0099,1.00e+00,1.00e+00,144,3,0.0093,0.0093,7.85e-02,1.00e+00
25994,298,0,0.0099,0.0099,1.00e+00,1.00e+00,141,0,0.01,0.01,1.00e+00,1.00e+00
25995,298,0,0.0099,0.0099,1.00e+00,1.00e+00,141,10,0.031,0.031,1.09e-02,1.00e+00
25996,293,1,0.0034,0.0034,1.84e-01,1.00e+00,132,0,0.01,0.01,1.00e+00,1.00e+00
25997,291,0,0.0099,0.0099,1.00e+00,1.00e+00,132,4,0.013,0.013,5.58e-02,1.00e+00
25998,287,0,0.0099,0.0099,1.00e+00,1.00e+00,129,0,0.01,0.01,1.00e+00,1.00e+00
25999,287,0,0.0099,0.0099,1.00e+00,1.00e+00,129,0,0.01,0.01,1.00e+00,1.00e+00
26000,286,0,0.0099,0.0099,1.00e+00,1.00e+00,129,0,0.01,0.01,1.00e+00,1.00e+00
26001,282,0,0.0099,0.0099,1.00e+00,1.00e+00,130,0,0.01,0.01,1.00e+00,1.00e+00
26002,282,1,0.0035,0.0035,1.84e-01,1.00e+00,130,0,0.01,0.01,1.00e+00,1.00e+00
26003,284,2,0.007,0.007,1.00e-01,1.00e+00,130,0,0.01,0.01,1.00e+00,1.00e+00
26004,284,0,0.0099,0.0099,1.00e+00,1.00e+00,133,0,0.01,0.01,1.00e+00,1.00e+00
26005,283,0,0.0099,0.0099,1.00e+00,1.00e+00,133,0,0.01,0.01,1.00e+00,1.00e+00
26006,283,1,0.0035,0.0035,1.84e-01,1.00e+00,137,0,0.01,0.01,1.00e+00,1.00e+00
26007,283,4,0.014,0.014,4.58e-02,1.00e+00,140,0,0.01,0.01,1.00e+00,1.00e+00
26008,293,10,0.034,0.034,9.04e-03,1.00e+00,140,0,0.01,0.01,1.00e+00,1.00e+00
26009,292,0,0.0099,0.0099,1.00e+00,1.00e+00,144,1,0.003,0.003,2.03e-01,1.00e+00
26010,289,0,0.0099,0.0099,1.00e+00,1.00e+00,143,0,0.01,0.01,1.00e+00,1.00e+00
26011,288,0,0.0099,0.0099,1.00e+00,1.00e+00,143,3,0.009,0.009,7.85e-02,1.00e+00
26012,286,0,0.0099,0.0099,1.00e+00,1.00e+00,140,0,0.01,0.01,1.00e+00,1.00e+00
26013,288,2,0.0069,0.0069,1.00e-01,1.00e+00,140,0,0.01,0.01,1.00e+00,1.00e+00
26014,290,2,0.0069,0.0069,1.00e-01,1.00e+00,140,0,0.01,0.01,1.00e+00,1.00e+00
26015,290,0,0.0099,0.0099,1.00e+00,1.00e+00,143,2,0.0059,0.0059,1.17e-01,1.00e+00
26016,282,0,0.0099,0.0099,1.00e+00,1.00e+00,142,7,0.021,0.021,2.34e-02,1.00e+00
26017,285,3,0.011,0.011,6.53e-02,1.00e+00,135,0,0.01,0.01,1.00e+00,1.00e+00
26018,285,1,0.0035,0.0035,1.84e-01,1.00e+00,136,0,0.01,0.01,1.00e+00,1.00e+00
26019,285,0,0.0099,0.0099,1.00e+00,1.00e+00,137,0,0.01,0.01,1.00e+00,1.00e+00
26020,286,1,0.0035,0.0035,1.84e-01,1.00e+00,139,0,0.01,0.01,1.00e+00,1.00e+00
26021,285,0,0.0099,0.0099,1.00e+00,1.00e+00,139,1,0.0029,0.0029,2.03e-01,1.00e+00
26022,288,4,0.014,0.014,4.58e-02,1.00e+00,138,7,0.02,0.02,2.34e-02,1.00e+00
26023,288,3,0.01,0.01,6.53e-02,1.00e+00,132,3,0.0088,0.0088,7.85e-02,1.00e+00
26024,287,1,0.0035,0.0035,1.84e-01,1.00e+00,129,0,0.01,0.01,1.00e+00,1.00e+00
26025,288,1,0.0035,0.0035,1.84e-01,1.00e+00,138,2,0.0058,0.0058,1.17e-01,1.00e+00
26026,285,1,0.0035,0.0035,1.84e-01,1.00e+00,136,5,0.015,0.015,4.10e-02,1.00e+00
26027,286,2,0.007,0.007,1.00e-01,1.00e+00,131,0,0.01,0.01,1.00e+00,1.00e+00
26028,288,2,0.0069,0.0069,1.00e-01,1.00e+00,131,0,0.01,0.01,1.00e+00,1.00e+00
26029,288,0,0.0099,0.0099,1.00e+00,1.00e+00,139,0,0.01,0.01,1.00e+00,1.00e+00
26030,289,1,0.0035,0.0035,1.84e-01,1.00e+00,140,8,0.024,0.024,1.80e-02,1.00e+00
26031,280,0,0.0099,0.0099,1.00e+00,1.00e+00,132,0,0.01,0.01,1.00e+00,1.00e+00
26032,280,0,0.0099,0.0099,1.00e+00,1.00e+00,133,9,0.027,0.027,1.40e-02,1.00e+00
26033,282,2,0.0071,0.0071,1.00e-01,1.00e+00,124,0,0.01,0.01,1.00e+00,1.00e+00
26034,281,0,0.0099,0.0099,1.00e+00,1.00e+00,124,1,0.0031,0.0031,2.03e-01,1.00e+00
26035,281,0,0.0099,0.0099,1.00e+00,1.00e+00,125,0,0.01,0.01,1.00e+00,1.00e+00
26036,281,0,0.0099,0.0099,1.00e+00,1.00e+00,125,0,0.01,0.01,1.00e+00,1.00e+00
26037,280,0,0.0099,0.0099,1.00e+00,1.00e+00,126,0,0.01,0.01,1.00e+00,1.00e+00
26038,281,1,0.0036,0.0036,1.84e-01,1.00e+00,126,0,0.01,0.01,1.00e+00,1.00e+00
26039,282,1,0.0035,0.0035,1.84e-01,1.00e+00,128,0,0.01,0.01,1.00e+00,1.00e+00
26040,282,0,0.0099,0.0099,1.00e+00,1.00e+00,129,1,0.0031,0.0031,2.03e-01,1.00e+00
26041,283,1,0.0035,0.0035,1.84e-01,1.00e+00,131,1,0.0031,0.0031,2.03e-01,1.00e+00
26042,282,0,0.0099,0.0099,1.00e+00,1.00e+00,143,0,0.01,0.01,1.00e+00,1.00e+00
26043,282,0,0.0099,0.0099,1.00e+00,1.00e+00,143,0,0.01,0.01,1.00e+00,1.00e+00
26044,283,1,0.0035,0.0035,1.84e-01,1.00e+00,143,1,0.003,0.003,2.03e-01,1.00e+00
26045,283,0,0.0099,0.0099,1.00e+00,1.00e+00,143,0,0.01,0.01,1.00e+00,1.00e+00
26046,283,0,0.0099,0.0099,1.00e+00,1.00e+00,144,1,0.003,0.003,2.03e-01,1.00e+00
26047,281,0,0.0099,0.0099,1.00e+00,1.00e+00,143,0,0.01,0.01,1.00e+00,1.00e+00
26048,282,1,0.0035,0.0035,1.84e-01,1.00e+00,143,1,0.0031,0.0031,2.03e-01,1.00e+00
26049,281,0,0.0099,0.0099,1.00e+00,1.00e+00,145,1,0.0031,0.0031,2.03e-01,1.00e+00
26050,285,5,0.018,0.018,3.35e-02,1.00e+00,144,0,0.01,0.01,1.00e+00,1.00e+00
26051,289,4,0.014,0.014,4.58e-02,1.00e+00,144,0,0.01,0.01,1.00e+00,1.00e+00
26052,288,0,0.0099,0.0099,1.00e+00,1.00e+00,145,1,0.0031,0.0031,2.03e-01,1.00e+00
26053,288,0,0.0099,0.0099,1.00e+00,1.00e+00,144,0,0.01,0.01,1.00e+00,1.00e+00
26054,287,0,0.0099,0.0099,1.00e+00,1.00e+00,145,0,0.01,0.01,1.00e+00,1.00e+00
26055,290,3,0.01,0.01,6.53e-02,1.00e+00,146,0,0.01,0.01,1.00e+00,1.00e+00
26056,290,0,0.0099,0.0099,1.00e+00,1.00e+00,146,0,0.01,0.01,1.00e+00,1.00e+00
26057,289,0,0.0099,0.0099,1.00e+00,1.00e+00,146,0,0.01,0.01,1.00e+00,1.00e+00
26058,289,0,0.0099,0.0099,1.00e+00,1.00e+00,147,11,0.033,0.033,8.57e-03,1.00e+00
26059,281,0,0.0099,0.0099,1.00e+00,1.00e+00,136,1,0.0031,0.0031,2.03e-01,1.00e+00
26060,280,0,0.0099,0.0099,1.00e+00,1.00e+00,135,1,0.0032,0.0032,2.03e-01,1.00e+00
26061,280,0,0.0099,0.0099,1.00e+00,1.00e+00,143,1,0.0032,0.0032,2.03e-01,1.00e+00
26062,280,0,0.0099,0.0099,1.00e+00,1.00e+00,142,0,0.01,0.01,1.00e+00,1.00e+00
26063,280,0,0.0099,0.0099,1.00e+00,1.00e+00,142,1,0.0032,0.0032,2.03e-01,1.00e+00
26064,276,0,0.0099,0.0099,1.00e+00,1.00e+00,141,0,0.01,0.01,1.00e+00,1.00e+00
26065,276,0,0.0099,0.0099,1.00e+00,1.00e+00,142,1,0.0031,0.0031,2.03e-01,1.00e+00
26066,276,0,0.0099,0.0099,1.00e+00,1.00e+00,153,0,0.01,0.01,1.00e+00,1.00e+00
26067,276,0,0.0099,0.0099,1.00e+00,1.00e+00,153,0,0.01,0.01,1.00e+00,1.00e+00
26068,276,0,0.0099,0.0099,1.00e+00,1.00e+00,153,1,0.0032,0.0032,2.03e-01,1.00e+00
26069,276,0,0.0099,0.0099,1.00e+00,1.00e+00,152,0,0.01,0.01,1.00e+00,1.00e+00
26070,280,4,0.014,0.014,4.58e-02,1.00e+00,152,0,0.01,0.01,1.00e+00,1.00e+00
26071,280,0,0.0099,0.0099,1.00e+00,1.00e+00,152,0,0.01,0.01,1.00e+00,1.00e+00
26072,281,1,0.0036,0.0036,1.84e-01,1.00e+00,152,0,0.01,0.01,1.00e+00,1.00e+00
26073,281,0,0.0099,0.0099,1.00e+00,1.00e+00,157,0,0.01,0.01,1.00e+00,1.00e+00
26074,278,0,0.0099,0.0099,1.00e+00,1.00e+00,158,0,0.01,0.01,1.00e+00,1.00e+00
26075,279,1,0.0036,0.0036,1.84e-01,1.00e+00,158,0,0.01,0.01,1.00e+00,1.00e+00
26076,279,0,0.0099,0.0099,1.00e+00,1.00e+00,158,0,0.01,0.01,1.00e+00,1.00e+00
26077,281,2,0.0071,0.0071,1.00e-01,1.00e+00,159,0,0.01,0.01,1.00e+00,1.00e+00
26078,282,1,0.0035,0.0035,1.84e-01,1.00e+00,162,6,0.018,0.018,3.08e-02,1.00e+00
26079,279,0,0.0099,0.0099,1.00e+00,1.00e+00,156,1,0.0031,0.0031,2.03e-01,1.00e+00
26080,278,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
26081,278,0,0.0099,0.0099,1.00e+00,1.00e+00,155,2,0.0062,0.0062,1.17e-01,1.00e+00
26082,277,0,0.0099,0.0099,1.00e+00,1.00e+00,153,0,0.01,0.01,1.00e+00,1.00e+00
26083,284,7,0.025,0.025,1.91e-02,1.00e+00,154,0,0.01,0.01,1.00e+00,1.00e+00
26084,281,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
26085,281,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
26086,278,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
26087,278,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
26088,278,0,0.0099,0.0099,1.00e+00,1.00e+00,158,0,0.01,0.01,1.00e+00,1.00e+00
26089,277,0,0.0099,0.0099,1.00e+00,1.00e+00,158,0,0.01,0.01,1.00e+00,1.00e+00
26090,279,2,0.0072,0.0072,1.00e-01,1.00e+00,158,4,0.012,0.012,5.58e-02,1.00e+00
26091,277,0,0.0099,0.0099,1.00e+00,1.00e+00,156,4,0.012,0.012,5.58e-02,1.00e+00
26092,272,0,0.0099,0.0099,1.00e+00,1.00e+00,152,0,0.01,0.01,1.00e+00,1.00e+00
26093,274,2,0.0073,0.0073,1.00e-01,1.00e+00,152,0,0.01,0.01,1.00e+00,1.00e+00
26094,274,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
26095,274,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
26096,274,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
26097,274,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
26098,275,1,0.0036,0.0036,1.84e-01,1.00e+00,155,1,0.0031,0.0031,2.03e-01,1.00e+00
26099,274,0,0.0099,0.0099,1.00e+00,1.00e+00,154,0,0.01,0.01,1.00e+00,1.00e+00
26100,275,1,0.0036,0.0036,1.84e-01,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
26101,276,1,0.0036,0.0036,1.84e-01,1.00e+00,155,2,0.0062,0.0062,1.17e-01,1.00e+00
26102,276,2,0.0072,0.0072,1.00e-01,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
26103,275,0,0.0099,0.0099,1.00e+00,1.00e+00,155,0,0.01,0.01,1.00e+00,1.00e+00
26104,284,9,0.032,0.032,1.15e-02,1.00e+00,156,0,0.01,0.01,1.00e+00,1.00e+00
